year,movie,number_W,number_N,number_W+N
2014,prisoners,0,1,1
2014,prisonterminalthelastdaysofprivatejackhall,0,1,1
2014,roomonthebroom,0,1,1
2014,savingmrbanks,0,1,1
2018,editheddie,0,1,1
2018,facesplaces,0,1,1
2018,ferdinand,0,1,1
2022,bealive,0,1,1
2022,audible,0,1,1
2022,attica,0,1,1
2022,ascension,0,1,1
2022,alakachuutakeandrun,0,1,1
2022,affairsoftheart,0,1,1
2022,bestia,0,1,1
2022,boxballet,0,1,1
2022,coming2america,0,1,1
2022,cyrano,0,1,1
2022,dosoruguitas,0,1,1
2022,downtojoy,0,1,1
2022,freeguy,0,1,1
2022,houseofgucci,0,1,1
2022,leadmehome,0,1,1
2022,luca,0,1,1
2022,lunanaayakintheclassroom,0,1,1
2022,onmymind,0,1,1
2022,pleasehold,0,1,1
2022,rayaandthelastdragon,0,1,1
2022,robinrobin,0,1,1
2021,yespeople,0,1,1
2021,greyhound,0,1,1
2021,onward,0,1,1
2021,loveandmonsters,0,1,1
2021,iosseen,0,1,1
2021,husavik,0,1,1
2021,hungerward,0,1,1
2021,hearmyvoice,0,1,1
2021,geniusloci,0,1,1
2021,wolfwalkers,0,1,1
2021,feelingthrough,0,1,1
2021,donotsplit,0,1,1
2021,da5bloods,0,1,1
2021,cripcamp,0,1,1
2021,burrow,0,1,1
2021,betterdays,0,1,1
2021,opera,0,1,1
2021,overthemoon,0,1,1
2021,piecesofawoman,0,1,1
2021,quovadisaida,0,1,1
2021,speaknow,0,1,1
2021,theletterroom,0,1,1
2021,themanwhosoldhisskin,0,1,1
2021,themidnightsky,0,1,1
2021,themoleagent,0,1,1
2021,theoneandonlyivan,0,1,1
2021,thepresent,0,1,1
2021,theunitedstatesvsbillieholiday,0,1,1
2021,thewhitetiger,0,1,1
2021,time,0,1,1
2021,whiteeye,0,1,1
2022,shangchiandthelegendofthetenrings,0,1,1
2022,somehowyoudo,0,1,1
2022,spencer,0,1,1
2023,myyearofdicks,0,1,1
2023,theflyingsailor,0,1,1
2023,simonlerengwilmontandmonicahellstrm,0,1,1
2023,shaunaksenamanmannandteddyleifer,0,1,1
2023,saradosashaneborisandinafichman,0,1,1
2023,pussinbootsthelastwish,0,1,1
2023,nightride,0,1,1
2023,mrsharrisgoestoparis,0,1,1
2022,spidermannowayhome,0,1,1
2023,marceltheshellwithshoeson,0,1,1
2023,liftmeup,0,1,1
2023,lepupille,0,1,1
2023,laurapoitrashowardgertlerjohnlyonsnangoldinandyonigolijov,0,1,1
2023,joshuaseftelandconalljones,0,1,1
2023,jayrosenblatt,0,1,1
2023,thequietgirl,0,1,1
2023,theredsuitcase,0,1,1
2023,theseabeast,0,1,1
2023,thisisalife,0,1,1
2023,toleslie,0,1,1
2023,turningred,0,1,1
2023,ivalu,0,1,1
2023,icemerchants,0,1,1
2023,holdmyhand,0,1,1
2022,thedress,0,1,1
2022,thehandofgod,0,1,1
2022,themitchellsvsthemachines,0,1,1
2022,threesongsforbenazir,0,1,1
2022,whenwewerebullies,0,1,1
2022,writingwithfire,0,1,1
2023,glassonionaknivesoutmystery,0,1,1
2023,aftersun,0,1,1
2023,annealvergueandbethlevison,0,1,1
2023,anostrichtoldmetheworldisfakeandithinkibelieveit,0,1,1
2023,applause,0,1,1
2023,argentina1985,0,1,1
2023,bardofalsechronicleofahandfuloftruths,0,1,1
2023,blonde,0,1,1
2023,causeway,0,1,1
2023,close,0,1,1
2023,empireoflight,0,1,1
2023,eo,0,1,1
2023,evgeniaarbugaevaandmaximarbugaev,0,1,1
2021,ashaunthesheepmoviefarmageddon,0,1,1
2021,alovesongforlatasha,0,1,1
2018,gardenparty,0,1,1
2019,avengersinfinitywar,0,1,1
2019,ateternitysgate,0,1,1
2019,aquietplace,0,1,1
2019,animalbehaviour,0,1,1
2019,anightatthegarden,0,1,1
2019,allthestars,0,1,1
2019,blacksheep,0,1,1
2019,border,0,1,1
2019,capernaum,0,1,1
2019,christopherrobin,0,1,1
2019,detainment,0,1,1
2019,endgame,0,1,1
2019,fauve,0,1,1
2019,firstreformed,0,1,1
2019,halecountythismorningthisevening,0,1,1
2019,illfight,0,1,1
2019,incredibles2,0,1,1
2019,lateafternoon,0,1,1
2019,lifeboat,0,1,1
2019,marguerite,0,1,1
2019,mindingthegap,0,1,1
2019,mirai,0,1,1
2021,aconcertoisaconversation,0,1,1
2018,loveless,0,1,1
2018,negativespace,0,1,1
2018,mysteryoflove,0,1,1
2018,mynephewemmett,0,1,1
2018,mollysgame,0,1,1
2018,mightyriver,0,1,1
2018,lovingvincent,0,1,1
2018,lou,0,1,1
2018,wonder,0,1,1
2018,logan,0,1,1
2018,lastmeninaleppo,0,1,1
2018,kongskullisland,0,1,1
2018,knifeskills,0,1,1
2018,heroine,0,1,1
2018,guardiansofthegalaxyvol2,0,1,1
2018,onbodyandsoul,0,1,1
2018,revoltingrhymes,0,1,1
2018,romanjisraelesq,0,1,1
2018,standupforsomething,0,1,1
2018,strongisland,0,1,1
2018,thebigsick,0,1,1
2018,thebossbaby,0,1,1
2018,thebreadwinner,0,1,1
2018,thedisasterartist,0,1,1
2018,theelevenoclock,0,1,1
2018,thefloridaproject,0,1,1
2018,theinsult,0,1,1
2018,thesquare,0,1,1
2018,thisisme,0,1,1
2018,trafficstop,0,1,1
2018,warfortheplanetoftheapes,0,1,1
2018,watuwoteallofus,0,1,1
2019,mother,0,1,1
2019,offathersandsons,0,1,1
2019,onesmallstep,0,1,1
2020,memorable,0,1,1
2020,standup,0,1,1
2020,sister,0,1,1
2020,saria,0,1,1
2020,richardjewell,0,1,1
2020,neftafootballclub,0,1,1
2020,missinglink,0,1,1
2020,maleficentmistressofevil,0,1,1
2019,ralphbreakstheinternet,0,1,1
2020,lifeovertakesme,0,1,1
2020,lesmisrables,0,1,1
2020,knivesout,0,1,1
2020,klaus,0,1,1
2020,kitbull,0,1,1
2020,stlouissuperman,0,1,1
2020,thecave,0,1,1
2020,theedgeofdemocracy,0,1,1
2020,thelighthouse,0,1,1
2020,thelionking,0,1,1
2020,walkrunchacha,0,1,1
2020,intotheunknown,0,1,1
2020,intheabsence,0,1,1
2020,imstandingwithyou,0,1,1
2019,rbg,0,1,1
2019,readyplayerone,0,1,1
2019,shoplifters,0,1,1
2019,soloastarwarsstory,0,1,1
2019,theplacewherelostthingsgo,0,1,1
2019,thewife,0,1,1
2019,weekends,0,1,1
2019,whenacowboytradeshisspursforwings,0,1,1
2020,ilostmybody,0,1,1
2020,abeautifuldayintheneighborhood,0,1,1
2020,adastra,0,1,1
2020,asister,0,1,1
2020,avengersendgame,0,1,1
2020,brotherhood,0,1,1
2020,corpuschristi,0,1,1
2020,dceradaughter,0,1,1
2020,forsama,0,1,1
2020,harriet,0,1,1
2020,howtotrainyourdragonthehiddenworld,0,1,1
2020,icantletyouthrowyourselfaway,0,1,1
2012,hellandbackagain,0,1,1
2012,godisthebiggerelvis,0,1,1
2012,footnote,0,1,1
2003,spellbound,0,1,1
2003,themanwithoutapast,0,1,1
2003,thecollectorofbedfordstreet,0,1,1
2003,thecathedral,0,1,1
2003,starwarsepisodeiiattackoftheclones,0,1,1
2003,spiritstallionofthecimarron,0,1,1
2003,prisonerofparadise,0,1,1
2003,injadog,0,1,1
2003,mybigfatgreekwedding,0,1,1
2003,mthead,0,1,1
2003,minorityreport,0,1,1
2003,mikesnewcar,0,1,1
2003,mightytimesthelegacyofrosaparks,0,1,1
2003,lilostitch,0,1,1
2003,thequietamerican,0,1,1
2003,thetimemachine,0,1,1
2003,thewildthornberrysmovie,0,1,1
2003,treasureplanet,0,1,1
2003,unfaithful,0,1,1
2003,whycantwebeafamilyagain,0,1,1
2003,wingedmigration,0,1,1
2003,ytumamtambin,0,1,1
2003,zuszo,0,1,1
2003,johnnyflynton,0,1,1
2003,illwaitforthenextonejattendrailesuivant,0,1,1
2002,mulhollanddrive,0,1,1
2002,theaffairofthenecklace,0,1,1
2002,warphotographer,0,1,1
2002,vanillasky,0,1,1
2002,theroyaltenenbaums,0,1,1
2002,themanwhowasntthere,0,1,1
2002,stubbletrouble,0,1,1
2003,iceage,0,1,1
2002,strangeinvaders,0,1,1
2002,speedforthespians,0,1,1
2002,sonofthebride,0,1,1
2002,sing,0,1,1
2002,sexybeast,0,1,1
2003,aboutaboy,0,1,1
2003,dasrad,0,1,1
2003,daughterfromdanang,0,1,1
2003,elcrimendelpadreamaro,0,1,1
2003,faitdhiver,0,1,1
2003,hero,0,1,1
2005,birthdayboy,0,1,1
2005,hardwood,0,1,1
2005,guarddog,0,1,1
2005,gopherbroke,0,1,1
2005,everythinginthiscountrymust,0,1,1
2005,downfall,0,1,1
2005,beingjulia,0,1,1
2004,americansplendor,0,1,1
2005,beforesunset,0,1,1
2005,autismisaworld,0,1,1
2005,asitisinheaven,0,1,1
2005,houseofflyingdaggers,0,1,1
2005,irobot,0,1,1
2005,kinsey,0,1,1
2005,littleterrorist,0,1,1
2005,lorenzo,0,1,1
2005,mariafullofgrace,0,1,1
2005,sharktale,0,1,1
2005,sisterrosespassion,0,1,1
2005,supersizeme,0,1,1
2005,thechildrenofleningradsky,0,1,1
2005,thestoryoftheweepingcamel,0,1,1
2005,thevillage,0,1,1
2005,troy,0,1,1
2005,tupacresurrection,0,1,1
2005,twistoffaith,0,1,1
2004,mostthebridge,0,1,1
2004,amightywind,0,1,1
2004,asylum,0,1,1
2004,atorzijaatorsion,0,1,1
2004,balseros,0,1,1
2004,bigfish,0,1,1
2004,boundin,0,1,1
2004,brotherbear,0,1,1
2004,capturingthefriedmans,0,1,1
2004,destino,0,1,1
2004,dierotejacketheredjacket,0,1,1
2004,dirtyprettythings,0,1,1
2004,evil,0,1,1
2004,ferrytales,0,1,1
2004,gonenutty,0,1,1
2004,myarchitect,0,1,1
2004,nibbles,0,1,1
2004,piecesofapril,0,1,1
2004,somethingsgottagive,0,1,1
2004,squash,0,1,1
2004,thecooler,0,1,1
2004,thetwilightsamurai,0,1,1
2004,theweatherunderground,0,1,1
2004,thirteen,0,1,1
2004,twinsisters,0,1,1
2004,whalerider,0,1,1
2004,zelary,0,1,1
2002,promises,0,1,1
2005,yesterday,0,1,1
2000,buenavistasocialclub,0,1,1
2000,genghisblues,0,1,1
2000,fightclub,0,1,1
2000,eyewitness,0,1,1
2000,election,0,1,1
2000,eastwest,0,1,1
2000,caravan,0,1,1
2000,brorminbrorteisandnico,0,1,1
2000,bicentennialman,0,1,1
2000,austinpowersthespywhoshaggedme,0,1,1
2000,angelasashes,0,1,1
2000,3misses,0,1,1
2000,humdrum,0,1,1
2000,killingjoe,0,1,1
2000,kleingeldsmallchange,0,1,1
2000,life,0,1,1
2000,majorandminormiracles,0,1,1
2000,mygrandmotherironedthekingsshirts,0,1,1
2000,ontheropes,0,1,1
2000,snowfallingoncedars,0,1,1
2000,solomonandgaenor,0,1,1
2000,southparkbiggerlongeruncut,0,1,1
2000,speakinginstrings,0,1,1
2000,stuartlittle,0,1,1
2000,thehurricane,0,1,1
2000,themummy,0,1,1
2000,thestraightstory,0,1,1
2000,thewildestshowinthesouththeangolaprisonrodeo,0,1,1
2000,titus,0,1,1
2002,laleeskinthelegacyofcotton,0,1,1
1999,lennybrucesweartotellthetruth,0,1,1
1999,patchadams,0,1,1
1999,onetruething,0,1,1
1999,mulan,0,1,1
1999,more,0,1,1
1999,mightyjoeyoung,0,1,1
1999,littlevoice,0,1,1
1999,lacartepostalethepostcard,0,1,1
1999,jollyroger,0,1,1
1999,holidayromance,0,1,1
1999,dancemaker,0,1,1
1999,culture,0,1,1
1999,childrenofheaven,0,1,1
1999,bulworth,0,1,1
1999,questforcamelot,0,1,1
1999,regrettoinform,0,1,1
1999,sunriseovertiananmensquare,0,1,1
1999,tango,0,1,1
1999,thecanterburytales,0,1,1
1999,thefarmangolausa,0,1,1
1999,thegrandfather,0,1,1
1999,thehorsewhisperer,0,1,1
1999,velvetgoldmine,0,1,1
1999,victor,0,1,1
1999,whenlifedeparts,0,1,1
2000,toystory2,0,1,1
2000,tumbleweeds,0,1,1
2000,underthesun,0,1,1
2001,vatel,0,1,1
2000,whenthedaybreaks,0,1,1
2001,thetasteofothers,0,1,1
2001,theperiwigmaker,0,1,1
2001,themanonlincolnsnose,0,1,1
2001,theemperorsnewgroove,0,1,1
2002,amanthingmeskasprawa,0,1,1
2002,artistsandorphansatruedrama,0,1,1
2002,bridgetjonessdiary,0,1,1
2002,childrenunderground,0,1,1
2002,copyshop,0,1,1
2002,elling,0,1,1
2002,fiftypercentgrey,0,1,1
2002,ghostworld,0,1,1
2002,giveupyeraulsins,0,1,1
2002,gregorsgreatestinvention,0,1,1
2002,iamsam,0,1,1
2002,jimmyneutronboygenius,0,1,1
2002,kateleopold,0,1,1
2002,lagaan,0,1,1
2001,thecell,0,1,1
2001,spacecowboys,0,1,1
2001,soundandfury,0,1,1
2001,bycourier,0,1,1
2001,102dalmatians,0,1,1
2001,amoresperros,0,1,1
2001,asoccerstoryumahistoriadefutebol,0,1,1
2001,beforenightfalls,0,1,1
2001,curtaincall,0,1,1
2001,seraglio,0,1,1
2001,dancerinthedark,0,1,1
2001,dividedwefall,0,1,1
2001,dolphins,0,1,1
2001,everybodyfamous,0,1,1
2001,hollowman,0,1,1
2001,legacy,0,1,1
2001,longnightsjourneyintoday,0,1,1
2001,meettheparents,0,1,1
2001,onedaycrossing,0,1,1
2001,ontiptoegentlestepstofreedom,0,1,1
2001,rejected,0,1,1
2001,requiemforadream,0,1,1
2001,scottsboroanamericantragedy,0,1,1
2005,twocarsonenight,0,1,1
2012,drive,0,1,1
2010,amatterofloafanddeath,0,1,1
2010,cocobeforechanel,0,1,1
2010,chinasunnaturaldisasterthetearsofsichuanprovince,0,1,1
2010,burmavj,0,1,1
2010,brightstar,0,1,1
2010,asingleman,0,1,1
2010,aprophet,0,1,1
2010,ajami,0,1,1
2010,coraline,0,1,1
2010,foodinc,0,1,1
2010,frenchroast,0,1,1
2010,grannyogrimmssleepingbeauty,0,1,1
2010,harrypotterandthehalfbloodprince,0,1,1
2010,ildivo,0,1,1
2010,insteadofabracadabra,0,1,1
2010,intheloop,0,1,1
2010,juliejulia,0,1,1
2010,kavi,0,1,1
2010,miraclefish,0,1,1
2010,paris36,0,1,1
2010,rabbitlaberlin,0,1,1
2010,thedoor,0,1,1
2010,theladyandthereaperladamaylamuerte,0,1,1
2009,happygolucky,0,1,1
2009,newboy,0,1,1
2009,manonontheasphalt,0,1,1
2009,lavatorylovestory,0,1,1
2009,kungfupanda,0,1,1
2009,inbruges,0,1,1
2009,hellboyiithegoldenarmy,0,1,1
2009,encountersattheendoftheworld,0,1,1
2009,waltzwithbashir,0,1,1
2009,defiance,0,1,1
2009,bolt,0,1,1
2009,australia,0,1,1
2009,aufderstreckeontheline,0,1,1
2009,oktapodi,0,1,1
2009,presto,0,1,1
2009,rachelgettingmarried,0,1,1
2009,revanche,0,1,1
2009,thebaadermeinhofcomplex,0,1,1
2009,thebetrayalnerakhoon,0,1,1
2009,theclass,0,1,1
2009,theconscienceofnhemen,0,1,1
2009,thefinalinch,0,1,1
2009,thegarden,0,1,1
2009,thepig,0,1,1
2009,thevisitor,0,1,1
2009,thewitnessfromthebalconyofroom306,0,1,1
2009,thiswayup,0,1,1
2009,tropicthunder,0,1,1
2009,troublethewater,0,1,1
2010,thelastcampaignofgovernorboothgardner,0,1,1
2010,thelasttruckclosingofagmplant,0,1,1
2010,thelovelybones,0,1,1
2011,theillusionist,0,1,1
2011,unstoppable,0,1,1
2011,tronlegacy,0,1,1
2011,thewayback,0,1,1
2011,thewarriorsofqiugang,0,1,1
2011,thetown,0,1,1
2011,thetempest,0,1,1
2011,thegruffalo,0,1,1
2010,themilkofsorrow,0,1,1
2011,thecrush,0,1,1
2011,theconfession,0,1,1
2011,tangled,0,1,1
2011,suncomeup,0,1,1
2011,salt,0,1,1
2011,restrepo,0,1,1
2011,wasteland,0,1,1
2011,wish143,0,1,1
2012,acatinparis,0,1,1
2012,amorningstroll,0,1,1
2012,anonymous,0,1,1
2012,bullhead,0,1,1
2012,chicorita,0,1,1
2012,deminbichir,0,1,1
2012,dimanchesunday,0,1,1
2011,rabbithole,0,1,1
2011,postergirl,0,1,1
2011,outsidethelawhorslaloi,0,1,1
2011,animalkingdom,0,1,1
2010,themostdangerousmaninamericadanielellsbergandthepentagonpapers,0,1,1
2010,thesecretofkells,0,1,1
2010,transformersrevengeofthefallen,0,1,1
2010,whichwayhome,0,1,1
2011,anotheryear,0,1,1
2011,nawewe,0,1,1
2011,barneysversion,0,1,1
2011,bluevalentine,0,1,1
2011,countrystrong,0,1,1
2011,daynight,0,1,1
2011,dogtooth,0,1,1
2011,exitthroughthegiftshop,0,1,1
2011,gasland,0,1,1
2011,hereafter,0,1,1
2011,iamlove,0,1,1
2011,incendies,0,1,1
2011,ironman2,0,1,1
2011,killinginthename,0,1,1
2011,letspollute,0,1,1
2011,madagascarcarnetdevoyagemadagascarajourneydiary,0,1,1
2006,thedeathofkevincartercasualtyofthebangbangclub,0,1,1
2006,timburtonscorpsebride,0,1,1
2006,thesquidandthewhale,0,1,1
2006,thenewworld,0,1,1
2006,themysteriousgeographicexplorationsofjaspermorello,0,1,1
2006,themushroomclub,0,1,1
2007,afterthewedding,0,1,1
2007,bintaandthegreatideabintaylagranidea,0,1,1
2007,boratculturallearningsofamericaformakebenefitgloriousnationofkazakhstan,0,1,1
2007,click,0,1,1
2007,curseofthegoldenflower,0,1,1
2007,daysofgloryindignes,0,1,1
2007,deliverusfromevil,0,1,1
2007,halfnelson,0,1,1
2007,helmerson,0,1,1
2007,iraqinfragments,0,1,1
2007,jesuscamp,0,1,1
2007,lifted,0,1,1
2007,maestro,0,1,1
2007,monsterhouse,0,1,1
2006,thelastfarm,0,1,1
2006,cashback,0,1,1
2006,batmanbegins,0,1,1
2006,badgered,0,1,1
2006,ausreissertherunaway,0,1,1
2006,9,0,1,1
2006,streetfight,0,1,1
2006,charlieandthechocolatefactory,0,1,1
2006,darwinsnightmare,0,1,1
2006,donttell,0,1,1
2006,enronthesmartestguysintheroom,0,1,1
2006,godsleepsinrwanda,0,1,1
2006,harrypotterandthegobletoffire,0,1,1
2006,howlsmovingcastle,0,1,1
2006,junebug,0,1,1
2006,matchpoint,0,1,1
2006,murderball,0,1,1
2006,onemanband,0,1,1
2006,ourtimeisup,0,1,1
2006,paradisenow,0,1,1
2006,sophieschollthefinaldays,0,1,1
2006,starwarsepisodeiiirevengeofthesith,0,1,1
2007,mycountrymycountry,0,1,1
2007,notimefornuts,0,1,1
2007,poseidon,0,1,1
2008,operationhomecomingwritingthewartimeexperience,0,1,1
2008,norbit,0,1,1
2008,noendinsight,0,1,1
2008,mylovemoyalyubov,0,1,1
2008,mongol,0,1,1
2008,madametutliputli,0,1,1
2008,larsandtherealgirl,0,1,1
2007,recycledlife,0,1,1
2008,lacoronathecrown,0,1,1
2008,katyn,0,1,1
2008,inthevalleyofelah,0,1,1
2008,imnotthere,0,1,1
2008,imetthewalrus,0,1,1
2008,ilsupplentethesubstitute,0,1,1
2008,persepolis,0,1,1
2008,salimbaba,0,1,1
2008,sarismother,0,1,1
2008,sicko,0,1,1
2008,surfsup,0,1,1
2008,tanghiargentini,0,1,1
2008,thekiterunner,0,1,1
2008,thetontowoman,0,1,1
2008,wardance,0,1,1
2008,gonebabygone,0,1,1
2008,easternpromises,0,1,1
2007,rehearsingadream,0,1,1
2007,supermanreturns,0,1,1
2007,theblackdahlia,0,1,1
2007,thegoodgerman,0,1,1
2007,thegoodshepherd,0,1,1
2007,theillusionist,0,1,1
2007,thelittlematchgirl,0,1,1
2007,thepursuitofhappyness,0,1,1
2007,thesaviour,0,1,1
2007,twohands,0,1,1
2007,venus,0,1,1
2007,volver,0,1,1
2007,water,0,1,1
2008,charliewilsonswar,0,1,1
2008,12,0,1,1
2008,acrosstheuniverse,0,1,1
2008,atnight,0,1,1
2008,augustrush,0,1,1
2008,beaufort,0,1,1
1986,youngsherlockholmes,0,1,1
1948,oddmanout,0,1,1
1948,thetimetheplaceandthegirl,0,1,1
1948,theperilsofpauline,0,1,1
1948,theparadinecase,0,1,1
1948,theghostandmrsmuir,0,1,1
1948,thefoxesofharrow,0,1,1
1948,theeggandi,0,1,1
1948,soyouwanttobeinpictures,0,1,1
1948,shoeshine,0,1,1
1948,schoolinthemailbox,0,1,1
1948,roadtorio,0,1,1
1948,ridethepinkhorse,0,1,1
1948,possessed,0,1,1
1948,plutosbluenote,0,1,1
1948,theworldisrich,0,1,1
1948,tmen,0,1,1
1948,tubbythetuba,0,1,1
1949,bfsdaughter,0,1,1
1949,anniewasawonder,0,1,1
1948,unconquered,0,1,1
1948,passporttonowhere,0,1,1
1948,nowyouseeit,0,1,1
1947,theluckiestguyintheworld,0,1,1
1948,mywildirishrose,0,1,1
1947,walkytalkyhawky,0,1,1
1947,trafficwiththedevil,0,1,1
1947,thestranger,0,1,1
1947,thestrangeloveofmarthaivers,0,1,1
1948,acageofnightingales,0,1,1
1948,avoiceisbornthestoryofniklosgafni,0,1,1
1948,boomerang,0,1,1
1948,giveustheearth,0,1,1
1948,moonrockets,0,1,1
1948,monsieurverdoux,0,1,1
1948,journeyintomedicine,0,1,1
1948,ithappenedonfifthavenue,0,1,1
1948,goodnews,0,1,1
1948,foreveramber,0,1,1
1948,brooklynusa,0,1,1
1948,fightofthewildstallions,0,1,1
1948,fiesta,0,1,1
1948,drjekyllandmrmouse,0,1,1
1948,chipandale,0,1,1
1948,champagnefortwo,0,1,1
1948,captainfromcastile,0,1,1
1949,calgarystampede,0,1,1
1949,casbah,0,1,1
1949,cinderellahorse,0,1,1
1949,deepwaters,0,1,1
1950,motherisafreshman,0,1,1
1950,madamebovary,0,1,1
1950,lookforthesilverlining,0,1,1
1950,kenjicomeshome,0,1,1
1950,itsagreatfeeling,0,1,1
1950,ithappenseveryspring,0,1,1
1950,hatchupyourtroubles,0,1,1
1950,edwardmyson,0,1,1
1950,chaseofdeath,0,1,1
1950,beyondtheforest,0,1,1
1950,oncemoremydarling,0,1,1
1950,paisan,0,1,1
1950,passporttopimlico,0,1,1
1950,thebarkleysofbroadway,0,1,1
1950,thequietone,0,1,1
1950,themagicfluke,0,1,1
1950,thehastyheart,0,1,1
1950,thegrassisalwaysgreener,0,1,1
1950,theboyandtheeagle,0,1,1
1950,rollerderbygirl,0,1,1
1950,spillsandchills,0,1,1
1950,soyouthinkyourenotguilty,0,1,1
1950,sodeartomyheart,0,1,1
1950,snowcarnival,0,1,1
1950,saraband,0,1,1
1950,sand,0,1,1
1949,operationvittles,0,1,1
1949,sorrywrongnumber,0,1,1
1949,snowcapers,0,1,1
1949,sittingpretty,0,1,1
1949,sambamania,0,1,1
1949,robinhoodlum,0,1,1
1949,mousewreckers,0,1,1
1949,teafortwohundred,0,1,1
1949,moonrise,0,1,1
1949,mickeyandtheseal,0,1,1
1949,louisianastory,0,1,1
1949,hearttoheart,0,1,1
1949,greengrassofwyoming,0,1,1
1949,goingtoblazes,0,1,1
1949,soyouwanttobeontheradio,0,1,1
1949,thatladyinermine,0,1,1
1949,youcantwin,0,1,1
1949,wetblanketpolicy,0,1,1
1949,thelovesofcarmen,0,1,1
1949,thethreemusketeers,0,1,1
1949,thequietone,0,1,1
1949,thepirate,0,1,1
1949,theluckoftheirish,0,1,1
1947,thespiralstaircase,0,1,1
1950,toytinkers,0,1,1
1946,aguninhishand,0,1,1
1945,womanofthetown,0,1,1
1945,wingandaprayer,0,1,1
1945,upinmabelsroom,0,1,1
1945,twogirlsandasailor,0,1,1
1946,alongtherainbowtrail,0,1,1
1946,brewstersmillions,0,1,1
1946,guestwife,0,1,1
1946,libraryofcongress,0,1,1
1946,ladyonatrain,0,1,1
1946,jasperandthebeanstalk,0,1,1
1946,incendiaryblonde,0,1,1
1946,hitchhiketohappiness,0,1,1
1946,herecomethewaves,0,1,1
1946,guestinthehouse,0,1,1
1946,captaineddie,0,1,1
1946,gihoneymoon,0,1,1
1946,experimentperilous,0,1,1
1946,earlcarrollvanities,0,1,1
1946,donaldscrime,0,1,1
1946,dillinger,0,1,1
1946,captainkidd,0,1,1
1945,threerussiangirls,0,1,1
1945,thewhitecliffsofdover,0,1,1
1947,thedollysisters,0,1,1
1945,theuninvited,0,1,1
1945,notimeforlove,0,1,1
1945,noneshallescape,0,1,1
1945,newamericans,0,1,1
1945,myboyjohnny,0,1,1
1945,musicinmanhattan,0,1,1
1945,moviepests,0,1,1
1945,mainstreettoday,0,1,1
1945,knickerbockerholiday,0,1,1
1945,janie,0,1,1
1945,jammintheblues,0,1,1
1945,jacklondon,0,1,1
1945,irisheyesaresmiling,0,1,1
1945,howtoplayfootball,0,1,1
1945,homeinindiana,0,1,1
1945,hisbutlerssister,0,1,1
1945,resistingenemyinterrogation,0,1,1
1945,screensnapshots50thanniversaryofmotionpictures,0,1,1
1945,secretcommand,0,1,1
1945,thefightingseabees,0,1,1
1945,thesullivans,0,1,1
1945,thestoryofdrwassell,0,1,1
1945,theseventhcross,0,1,1
1945,themiracleofmorganscreek,0,1,1
1945,themerrymonahans,0,1,1
1945,thehairyape,0,1,1
1945,thedesertsong,0,1,1
1945,sensationsof1945,0,1,1
1945,theclimax,0,1,1
1945,thebridgeofsanluisrey,0,1,1
1945,swoonercrooner,0,1,1
1945,sweetandlowdown,0,1,1
1945,summerstorm,0,1,1
1945,steplively,0,1,1
1946,lifewithfeathers,0,1,1
1946,mightymouseingypsylife,0,1,1
1946,musicformillions,0,1,1
1946,parisunderground,0,1,1
1947,divehichamps,0,1,1
1947,collegequeen,0,1,1
1947,chopinsmusicalmoments,0,1,1
1947,childrenofparadise,0,1,1
1947,canyonpassage,0,1,1
1947,caesarandcleopatra,0,1,1
1947,atomicpower,0,1,1
1947,astolenlife,0,1,1
1947,goldenhorses,0,1,1
1947,hissandyell,0,1,1
1947,humoresque,0,1,1
1947,sisterkenny,0,1,1
1947,thedarkmirror,0,1,1
1947,thebluedahlia,0,1,1
1947,surecures,0,1,1
1947,squattersrights,0,1,1
1947,smartasafox,0,1,1
1947,saratogatrunk,0,1,1
1947,johnhenryandtheinkypoo,0,1,1
1947,roadtoutopia,0,1,1
1947,paramountnewsissue37twentiethanniversaryissue19271947,0,1,1
1947,opencity,0,1,1
1947,nightandday,0,1,1
1947,lifeatthezoo,0,1,1
1947,kitty,0,1,1
1946,sunbonnetsue,0,1,1
1946,themanwhowalkedalone,0,1,1
1946,thelittlewitch,0,1,1
1946,thelastbomb,0,1,1
1946,thejurygoesroundnround,0,1,1
1946,theenchantedcottage,0,1,1
1946,theaffairsofsusan,0,1,1
1946,storyofadog,0,1,1
1946,thespanishmain,0,1,1
1946,singyourwayhome,0,1,1
1946,screensnapshots25thanniversary,0,1,1
1946,saltyorourke,0,1,1
1946,ripplingromance,0,1,1
1946,prideofthemarines,0,1,1
1946,thepoetandpeasant,0,1,1
1946,theunseen,0,1,1
1946,thewomaninthewindow,0,1,1
1946,yournationalgallery,0,1,1
1946,whiterhapsody,0,1,1
1946,whatnextcorporalhargrove,0,1,1
1946,totheshoresofiwojima,0,1,1
1946,threeisafamily,0,1,1
1946,thisloveofours,0,1,1
1950,thewindow,0,1,1
1950,tulsa,0,1,1
1954,thecruelsea,0,1,1
1954,winterparadise,0,1,1
1954,weewaterwonders,0,1,1
1954,vesuviusexpress,0,1,1
1954,torchsong,0,1,1
1954,thisiscinerama,0,1,1
1954,theyplantedastone,0,1,1
1954,theword,0,1,1
1954,thetelltaleheart,0,1,1
1954,thestoryofthreeloves,0,1,1
1954,thenakedspur,0,1,1
1954,themississippigambler,0,1,1
1954,thelivingcity,0,1,1
1954,thefourposter,0,1,1
1955,crazymixeduppup,0,1,1
1955,breadloveanddreams,0,1,1
